step,fitness,genome
0,8.606279531223545e-05,"[0 1 1 0 0 1 0 0 0 1 1 0 0 1 0 1 1 0 1 0 1 1 0 1 1 0 0 0 0 1 1 0 0 0 1 1 1
 1 0 0]"
0,0.04168198164040349,"[1 0 1 1 1 0 1 0 0 1 0 0 1 1 1 1 0 0 1 1 0 1 0 1 1 1 0 0 1 0 1 0 1 0 0 1 0
 0 0 0]"
0,0.010687840016112216,"[1 0 1 0 0 0 1 0 1 0 0 1 1 0 1 0 0 1 1 0 1 0 0 0 0 0 1 0 1 0 0 1 1 1 1 1 0
 0 1 1]"
0,0.0029356884051556604,"[1 0 0 0 1 1 1 0 1 1 1 0 0 1 0 0 1 0 0 1 1 0 1 1 1 1 0 0 1 0 1 1 1 0 1 0 1
 0 1 0]"
0,0.005538028307962024,"[1 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0 1 1 0 1 1 0 1 1 1 1 1 0 0 1
 0 1 1]"
0,0.002029695079178996,"[1 0 0 0 1 0 0 1 1 0 1 1 0 1 1 1 0 0 1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 0 0
 1 1 0]"
0,0.0003404894639236835,"[0 1 1 1 0 0 1 1 0 0 1 1 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1 0 0 1 0 0 1 1 1 0 0
 0 0 0]"
0,0.0029372938513320228,"[1 0 0 0 1 1 1 0 1 1 1 0 0 1 1 0 1 0 0 1 1 0 1 1 1 1 0 0 1 0 1 1 1 0 1 0 0
 0 0 0]"
0,0.29717594835989947,"[1 1 1 0 0 0 1 0 1 0 1 1 1 1 1 1 0 0 1 1 0 0 1 1 1 1 1 0 1 0 0 0 0 0 1 1 1
 1 0 1]"
0,0.04219411877415662,"[1 0 1 1 1 0 1 0 1 0 0 0 1 0 0 1 0 1 1 1 1 1 0 1 1 0 0 1 1 0 1 0 1 0 0 1 0
 0 0 0]"
0,0.010687842210074492,"[1 0 1 0 0 0 1 0 1 0 0 1 1 0 1 0 0 1 1 0 1 0 0 0 0 1 1 0 0 0 0 1 1 1 1 1 0
 0 1 1]"
0,0.5451810378944166,"[1 1 1 1 0 0 0 0 1 1 1 0 1 1 1 0 1 0 0 0 0 1 1 1 0 1 0 1 0 0 1 1 1 1 1 1 0
 1 0 1]"
0,0.002833023372251498,"[1 0 0 0 1 1 1 0 0 1 1 0 0 0 1 0 1 0 0 1 1 1 1 1 0 1 0 0 1 0 1 0 1 0 1 0 0
 0 0 1]"
0,0.0003450332561216668,"[0 1 1 1 0 0 1 1 0 1 0 1 1 0 1 0 0 0 1 0 1 1 0 0 1 1 1 0 0 1 0 1 1 1 1 0 0
 0 0 1]"
0,0.04224464777825209,"[1 0 1 1 1 0 1 0 1 0 0 0 1 1 1 1 0 0 1 1 0 1 0 0 1 1 0 0 1 0 1 0 1 0 0 1 0
 0 0 0]"
0,0.042244665054312444,"[1 0 1 1 1 0 1 0 1 0 0 0 1 1 1 1 0 0 1 1 0 1 0 1 0 1 0 0 1 0 1 0 1 0 0 1 0
 0 0 0]"
0,0.06280323566680204,"[1 1 0 0 0 0 1 0 0 0 0 1 1 0 1 1 0 0 0 0 1 0 1 1 1 0 0 1 1 0 0 0 0 0 1 0 1
 0 0 1]"
0,0.012423248434571002,"[1 0 1 0 0 1 0 1 0 0 0 1 0 0 0 1 0 1 1 1 0 1 1 1 0 0 1 1 1 0 0 0 0 0 1 0 1
 1 1 1]"
0,0.0011043462561357463,"[1 0 0 0 0 0 0 1 1 0 0 1 0 1 0 1 0 1 1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 0 0
 1 1 0]"
0,0.0004790171429078773,"[0 1 1 1 0 1 1 1 0 0 1 1 0 0 1 1 0 0 0 1 1 1 0 1 1 1 1 0 0 1 0 0 1 1 1 0 0
 0 0 1]"
0,0.0013222512417701447,"[1 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1 0 1 1 0
 0 1 1]"
0,0.00020924960287072996,"[0 1 1 0 1 1 0 1 1 0 1 1 1 0 0 1 1 0 1 0 0 1 1 1 1 0 0 0 0 0 1 0 0 1 0 1 0
 1 1 1]"
0,2.1065693454055245e-05,"[0 1 0 1 0 1 1 1 0 0 1 1 0 1 1 1 0 1 0 1 1 1 0 1 1 1 1 0 0 1 0 0 1 1 1 0 0
 0 0 1]"
0,0.014038052012264123,"[1 0 1 0 0 1 1 1 0 0 0 1 1 0 0 1 0 0 0 0 0 1 1 1 0 1 0 1 1 0 1 0 0 1 0 1 1
 1 1 0]"
0,0.00636939142836881,"[1 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 1 0 0 1 1 1 1 1 1 1 0 0 1 0 1 0 1 0 1 0 0
 0 0 0]"
step,fitness,genome
1,0.0427962999827321,"[1 0 1 1 1 0 1 0 1 1 0 0 1 1 0 1 0 0 1 1 0 1 0 1 1 0 0 0 1 0 1 0 1 0 0 1 0
 0 0 0]"
1,0.0628048155275756,"[1 1 0 0 0 0 1 0 0 0 0 1 1 0 1 1 0 0 1 0 1 0 1 1 1 0 0 1 1 0 0 0 0 0 1 0 1
 0 0 1]"
1,0.0221871028280054,"[1 0 1 0 1 1 1 0 1 1 1 0 1 1 0 0 1 0 0 1 1 0 1 1 1 1 0 0 0 0 1 1 1 0 1 0 1
 0 1 0]"
1,0.4202680090271117,"[1 1 1 0 1 0 1 0 1 0 1 1 1 1 1 0 0 0 1 1 0 0 1 1 0 1 1 0 1 0 0 0 0 0 1 1 1
 1 0 1]"
1,0.010687839976934323,"[1 0 1 0 0 0 1 0 1 0 0 1 1 0 1 0 0 1 1 0 1 0 0 0 0 0 1 0 1 0 0 0 1 1 1 1 0
 0 1 1]"
1,0.06280437128454534,"[1 1 0 0 0 0 1 0 0 0 0 1 1 0 1 1 0 0 1 0 0 0 1 0 1 0 0 1 1 0 0 0 1 0 1 0 1
 0 0 1]"
1,0.06280323567282867,"[1 1 0 0 0 0 1 0 0 0 0 1 1 0 1 1 0 0 0 0 1 0 1 1 1 0 0 1 1 0 0 0 0 0 1 1 0
 0 0 1]"
1,0.5861633977778261,"[1 1 1 1 0 0 1 0 1 0 1 0 1 1 1 1 0 0 1 1 0 0 1 1 1 1 1 0 1 0 0 0 0 0 1 1 1
 1 0 1]"
1,0.06280314309794413,"[1 1 0 0 0 0 1 0 0 0 0 1 1 0 1 1 0 0 0 0 1 0 0 1 1 0 1 1 1 0 0 0 0 0 1 0 1
 0 0 1]"
1,0.002833023372251498,"[1 0 0 0 1 1 1 0 0 1 1 0 0 0 1 0 1 0 0 1 1 1 1 1 0 1 0 0 1 0 1 0 1 0 1 0 0
 0 0 1]"
1,0.06280284070117076,"[1 1 0 0 0 0 1 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 1 1 1 0 0 1 1 0 0 0 0 0 1 0 0
 0 0 1]"
1,0.04224466518928169,"[1 0 1 1 1 0 1 0 1 0 0 0 1 1 1 1 0 0 1 1 0 1 0 1 0 1 0 0 1 0 1 1 1 0 0 1 0
 0 0 0]"
1,0.006362948494279526,"[1 0 0 1 1 0 1 0 0 1 1 0 0 0 1 0 1 0 0 1 1 1 1 1 1 1 0 0 0 0 1 0 1 0 1 0 0
 0 0 0]"
1,0.01403846222452999,"[1 0 1 0 0 1 1 1 0 0 0 1 1 0 0 1 0 0 1 0 0 1 1 1 0 1 0 1 1 0 1 0 0 1 0 0 1
 1 1 0]"
1,0.12637473925121645,"[1 1 0 1 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 0
 1 0 1]"
1,0.04281866971533398,"[1 0 1 1 1 0 1 0 1 1 0 0 1 1 1 1 1 0 1 1 0 1 0 1 0 1 0 0 1 0 1 1 1 0 0 1 0
 0 0 1]"
1,0.5451812105431294,"[1 1 1 1 0 0 0 0 1 1 1 0 1 1 1 0 1 0 0 0 0 1 1 1 1 1 0 1 0 0 1 1 1 1 1 1 0
 1 1 1]"
1,0.02801979743615535,"[1 0 1 1 0 0 1 1 0 0 0 0 1 1 1 0 0 0 0 1 0 1 0 0 1 1 0 0 1 0 1 0 1 0 0 1 0
 0 1 0]"
1,0.017232850306647018,"[1 0 1 0 1 0 1 0 1 0 0 0 1 1 1 1 0 0 1 1 0 1 0 1 0 1 0 0 1 0 0 0 1 0 0 1 0
 0 0 0]"
1,0.01698192454742633,"[1 0 1 0 1 0 1 0 0 1 0 0 1 1 1 1 0 0 1 1 0 1 0 1 1 1 0 0 1 0 1 0 1 0 0 1 0
 0 0 0]"
1,0.00636939142836881,"[1 0 0 1 1 0 1 0 0 1 1 0 0 1 1 0 1 0 0 1 1 1 1 1 1 1 0 0 1 0 1 0 1 0 1 0 0
 0 0 0]"
1,0.0020483385136753954,"[1 0 0 0 1 0 0 1 1 1 0 1 0 1 1 1 0 1 1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 0 0
 0 1 0]"
1,0.04220862375419932,"[1 0 1 1 1 0 1 0 1 0 0 0 1 0 1 1 0 0 1 0 0 0 0 1 1 1 0 0 1 0 1 0 1 0 0 1 0
 0 0 0]"
1,0.006435089005028075,"[1 0 0 1 1 0 1 0 1 0 0 0 1 1 1 1 0 0 1 1 0 1 0 0 1 1 0 0 1 0 1 0 1 0 0 1 0
 0 0 0]"
1,0.5451834541589837,"[1 1 1 1 0 0 0 0 1 1 1 0 1 1 1 0 1 0 0 0 1 1 1 0 0 1 0 1 0 0 1 1 0 1 1 1 0
 1 0 1]"
step,fitness,genome
