step,fitness,genome
0,0.5580106238394653,"[1 1 1 1 0 0 0 1 0 1 1 1 1 1 1 0 0 0 1 0 1 0 0 1 0 0 0 0 1 1 0 1 1 1 1 1 0
 0 1 0]"
0,0.17265151497797698,"[1 1 0 1 0 1 1 0 1 1 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 1 0 1 0 1 0 0 0 0 1
 1 0 0]"
0,6.339446756109666e-05,"[0 1 1 0 0 0 0 1 0 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 0 0 1 0 1 1 1 0 1 0 1 0 1
 1 0 1]"
0,0.0029935353970816864,"[1 0 0 0 1 1 1 1 0 0 1 0 1 1 0 0 0 0 0 0 1 1 1 0 1 1 1 1 0 1 1 0 0 0 1 1 0
 1 0 0]"
0,0.002990473617878009,"[1 0 0 0 1 1 1 1 0 0 1 0 1 0 0 0 0 1 0 0 1 1 1 0 1 1 0 1 0 1 1 0 0 0 1 1 0
 1 0 0]"
0,0.17265543274684086,"[1 1 0 1 0 1 1 0 1 1 0 0 0 0 1 1 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0 1
 1 0 0]"
0,0.9809919553854627,"[1 1 1 1 1 1 1 1 1 0 0 0 0 0 1 0 0 1 0 1 1 0 0 1 1 0 1 0 1 1 1 1 1 0 1 1 1
 1 1 1]"
0,0.7012757376045249,"[1 1 1 1 0 1 1 1 0 0 0 1 0 0 1 1 0 0 1 1 0 1 0 0 1 1 0 0 1 0 1 0 0 0 1 0 1
 1 1 1]"
0,6.324204611028512e-05,"[0 1 1 0 0 0 0 1 0 1 0 1 1 0 0 1 1 1 0 1 1 1 0 1 0 0 1 0 1 1 1 1 1 0 1 0 1
 1 0 1]"
0,0.5923366634885453,"[1 1 1 1 0 0 1 0 1 1 1 1 0 0 0 0 0 1 0 1 0 0 1 1 0 0 1 0 1 1 0 0 1 0 0 1 1
 1 1 1]"
0,0.01722093838469993,"[1 0 1 0 1 0 1 0 1 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 0 1 1 0 0 1 0 1 1 0 1 1 1
 1 0 1]"
0,0.00020543514557497787,"[0 1 1 0 1 1 0 1 1 0 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 1 0 1 1 0 0 1 1 0 1 0
 1 0 0]"
0,0.4713686264165527,"[1 1 1 0 1 1 0 1 0 1 1 1 0 0 1 1 1 0 1 1 1 1 0 1 0 1 1 1 0 1 1 1 0 0 0 0 0
 0 1 0]"
